index,index_old,category,category_v2,command_kor,command_eng,ir_gt,connected_devices,notes
29,19.0,9.0,C07,"주방에서 연기가 감지되면, 주방 사이렌을 화재 모드로 울려줘.","If smoke is detected in the kitchen, sound the kitchen siren in fire mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""SmokeDetector.Smoke == true"", ""then"": [{""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""fire""}}], ""else"": []}]}","{""Kitchen_Smoke"": {""category"": [""SmokeDetector""], ""tags"": [""Kitchen"", ""SmokeDetector""]}, ""Bedroom_Smoke"": {""category"": [""SmokeDetector""], ""tags"": [""Bedroom"", ""SmokeDetector""]}, ""LR_Smoke"": {""category"": [""SmokeDetector""], ""tags"": [""LivingRoom"", ""SmokeDetector""]}, ""Kitchen_Siren"": {""category"": [""Siren""], ""tags"": [""Kitchen"", ""Siren""]}, ""Bedroom_Siren"": {""category"": [""Siren""], ""tags"": [""Bedroom"", ""Siren""]}, ""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}}",
30,20.0,9.0,C07,"지하에서 누수가 감지되면, 지하 밸브를 잠가줘.","If a leak is detected in the basement, close the basement valve.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""LeakSensor.Leakage == true"", ""then"": [{""op"": ""call"", ""target"": ""Valve.Close"", ""args"": {}}], ""else"": []}]}","{""Basement_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Basement"", ""LeakSensor""]}, ""Kitchen_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Kitchen"", ""LeakSensor""]}, ""Garage_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Garage"", ""LeakSensor""]}, ""Basement_Valve"": {""category"": [""Valve""], ""tags"": [""Basement"", ""Valve""]}, ""Main_Valve"": {""category"": [""Valve""], ""tags"": [""Main"", ""Valve""]}, ""Garden_Valve"": {""category"": [""Valve""], ""tags"": [""Garden"", ""Valve""]}}",
27,21.0,9.0,C03,"사무실에 아무도 없으면, 사무실 에어컨을 꺼줘.","If no one is present in the office, turn off the office air conditioner.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}","{""Office_Pres"": {""category"": [""PresenceSensor""], ""tags"": [""Office"", ""PresenceSensor""]}, ""Living_Pres"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Pres"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Office_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Office"", ""AirConditioner"", ""Switch""]}, ""Living_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Living"", ""AirConditioner"", ""Switch""]}, ""Bedroom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner"", ""Switch""]}}",
28,22.0,9.0,C03,"아기방 소리가 60dB 이상이면, 거실 스피커로 ""아기가 울고 있습니다""라고 말해줘.","If the baby room sound is 60dB or higher, say ""The baby is crying"" through the living room speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""SoundSensor.Sound >= 60"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""The baby is crying""}}], ""else"": []}]}","{""BabyRoom_Sound"": {""category"": [""SoundSensor""], ""tags"": [""BabyRoom"", ""SoundSensor""]}, ""Bedroom_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Bedroom"", ""SoundSensor""]}, ""Kitchen_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Kitchen"", ""SoundSensor""]}, ""LR_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}, ""Kitchen_Speaker"": {""category"": [""Speaker""], ""tags"": [""Kitchen"", ""Speaker""]}}",
31,23.0,9.0,C07,"서버실 온도가 35도를 초과하면, 서버실 에어컨을 냉방 모드로 18도로 설정해줘.","If the server room temperature exceeds 35 degrees, set the server room air conditioner to cool mode at 18 degrees.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature > 35"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""cool""}}, {""op"": ""call"", ""target"": ""AirConditioner.SetTargetTemperature"", ""args"": {""Temperature"": 18.0}}], ""else"": []}]}","{""SR_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""ServerRoom"", ""TemperatureSensor""]}, ""Basement_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Basement"", ""TemperatureSensor""]}, ""Office_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Office"", ""TemperatureSensor""]}, ""SR_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""ServerRoom"", ""AirConditioner""]}, ""Basement_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Basement"", ""AirConditioner""]}, ""Office_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Office"", ""AirConditioner""]}}",
32,24.0,9.0,C07,"주차장 이산화탄소 농도가 900ppm을 넘으면, 주차장 공기청정기를 강풍으로 작동시켜줘.","If the parking lot carbon dioxide level exceeds 900ppm, set the parking lot air purifier to high mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""AirQualitySensor.CarbonDioxide > 900"", ""then"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}], ""else"": []}]}","{""P_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""ParkingLot"", ""AirQualitySensor""]}, ""Warehouse_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Warehouse"", ""AirQualitySensor""]}, ""Office_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Office"", ""AirQualitySensor""]}, ""P_AP"": {""category"": [""AirPurifier""], ""tags"": [""ParkingLot"", ""AirPurifier""]}, ""Warehouse_AP"": {""category"": [""AirPurifier""], ""tags"": [""Warehouse"", ""AirPurifier""]}, ""Office_AP"": {""category"": [""AirPurifier""], ""tags"": [""Office"", ""AirPurifier""]}}",
29,25.0,9.0,C03,"현관에서 인식된 얼굴이 ""방문자""이면, 현관 카메라로 스트리밍을 시작해줘.","If the face recognized at the entrance is 'visitor', start streaming from the entrance camera.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""FaceRecognizer.RecognizedResult == \""visitor\"""", ""then"": [{""op"": ""call"", ""target"": ""Camera.StartStream"", ""args"": {}}], ""else"": []}]}","{""Entrance_Face"": {""category"": [""FaceRecognizer""], ""tags"": [""Entrance"", ""FaceRecognizer""]}, ""Garage_Face"": {""category"": [""FaceRecognizer""], ""tags"": [""Garage"", ""FaceRecognizer""]}, ""Lobby_Face"": {""category"": [""FaceRecognizer""], ""tags"": [""Lobby"", ""FaceRecognizer""]}, ""Entrance_Cam"": {""category"": [""Camera""], ""tags"": [""Entrance"", ""Camera""]}, ""Garage_Cam"": {""category"": [""Camera""], ""tags"": [""Garage"", ""Camera""]}, ""Lobby_Cam"": {""category"": [""Camera""], ""tags"": [""Lobby"", ""Camera""]}}",
30,26.0,9.0,C03,"섹터1의 도어락 중 하나라도 열려 있으면, 섹터1 사이렌을 경찰 모드로 울려줘.","If any door lock in sector 1 is open, sound the sector 1 siren in police mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""DoorLock.DoorLockState == \""open\"""", ""then"": [{""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""police""}}], ""else"": []}]}","{""S1_Lock_1"": {""category"": [""DoorLock""], ""tags"": [""Sector1"", ""DoorLock""]}, ""S1_Lock_2"": {""category"": [""DoorLock""], ""tags"": [""Sector1"", ""DoorLock""]}, ""S2_Lock"": {""category"": [""DoorLock""], ""tags"": [""Sector2"", ""DoorLock""]}, ""S3_Lock"": {""category"": [""DoorLock""], ""tags"": [""Sector3"", ""DoorLock""]}, ""S1_Siren"": {""category"": [""Siren""], ""tags"": [""Sector1"", ""Siren""]}, ""S2_Siren"": {""category"": [""Siren""], ""tags"": [""Sector2"", ""Siren""]}}",
12,27.0,9.0,C17,30분마다 체크해서 복도의 모든 조명의 밝기가 하나라도 50% 이상이면 모두 꺼줘.,"Every 30 minutes, if any hallway light brightness is 50% or higher, turn off all hallway lights.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""Light.CurrentBrightness >= 50"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 0.0, ""Rate"": 0.0}}], ""else"": []}]}]}","{""Hall_Light_1"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""Switch"", ""LevelControl""]}, ""Hall_Light_2"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""Switch"", ""LevelControl""]}, ""Hall_Light_3"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""Switch"", ""LevelControl""]}, ""LR_Light"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""LivingRoom"", ""Light"", ""Switch"", ""LevelControl""]}, ""Bedroom_Light"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Bedroom"", ""Light"", ""Switch"", ""LevelControl""]}}",
13,28.0,9.0,C16,"회의실 도어락이 열려있고 야간(오후 10시)이 되면, 회의실 도어락을 잠그고 회의실 조명을 꺼줘.","Every 10 PM, if the meeting room door lock is open, lock it and turn off the meeting room light.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 22 * * *""}, {""op"": ""if"", ""cond"": ""DoorLock.DoorLockState == \""open\"""", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}","{""MR_Lock"": {""category"": [""DoorLock""], ""tags"": [""MeetingRoom"", ""DoorLock""]}, ""Office_Lock"": {""category"": [""DoorLock""], ""tags"": [""Office"", ""DoorLock""]}, ""Entrance_Lock"": {""category"": [""DoorLock""], ""tags"": [""Entrance"", ""DoorLock""]}, ""MR_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""MeetingRoom"", ""Light"", ""Switch""]}, ""Office_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Office"", ""Light"", ""Switch""]}, ""LR_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""LivingRoom"", ""Light"", ""Switch""]}}",
31,29.0,9.0,C03,"실내 그룹1 습도 센서 중 하나라도 60% 이상이면, 실내 그룹1의 모든 제습기를 건조 모드로 설정해줘.","If any indoor Group1 humidity sensor reads 60% or higher, set all indoor Group1 dehumidifiers to drying mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""HumiditySensor.Humidity >= 60"", ""then"": [{""op"": ""call"", ""target"": ""Dehumidifier.SetDehumidifierMode"", ""args"": {""Mode"": ""drying""}}], ""else"": []}]}","{""In_G1_Hum_1"": {""category"": [""HumiditySensor""], ""tags"": [""Indoor"", ""Group1"", ""HumiditySensor""]}, ""In_G1_Hum_2"": {""category"": [""HumiditySensor""], ""tags"": [""Indoor"", ""Group1"", ""HumiditySensor""]}, ""Out_G1_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Outdoor"", ""Group1"", ""HumiditySensor""]}, ""In_G2_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Indoor"", ""Group2"", ""HumiditySensor""]}, ""In_G1_Dehum_1"": {""category"": [""Dehumidifier""], ""tags"": [""Indoor"", ""Group1"", ""Dehumidifier""]}, ""In_G1_Dehum_2"": {""category"": [""Dehumidifier""], ""tags"": [""Indoor"", ""Group1"", ""Dehumidifier""]}, ""Out_G1_Dehum"": {""category"": [""Dehumidifier""], ""tags"": [""Outdoor"", ""Group1"", ""Dehumidifier""]}, ""In_G2_Dehum"": {""category"": [""Dehumidifier""], ""tags"": [""Indoor"", ""Group2"", ""Dehumidifier""]}}",
21,30.0,9.0,C15,매일 밤 11시에 홀수 태그가 붙은 1층의 모든 조명을 꺼줘.,"Every day at 11 PM, turn off all floor 1 lights with odd tags.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 23 * * *""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}","{""Odd_F1_Light_1"": {""category"": [""Light"", ""Switch""], ""tags"": [""Odd"", ""Floor1"", ""Light"", ""Switch""]}, ""Odd_F1_Light_2"": {""category"": [""Light"", ""Switch""], ""tags"": [""Odd"", ""Floor1"", ""Light"", ""Switch""]}, ""Even_F1_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Even"", ""Floor1"", ""Light"", ""Switch""]}, ""Odd_F2_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Odd"", ""Floor2"", ""Light"", ""Switch""]}, ""Even_F2_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Even"", ""Floor2"", ""Light"", ""Switch""]}}",
1,,,C06,거실 온도가 28도 이상이거나 침실 온도가 30도 이상이면 거실 에어컨을 켜줘.,"If the living room temperature is at least 28C or the bedroom temperature is at least 30C, turn on the living room air conditioner.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 28 or TemperatureSensor.Temperature >= 30"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""LivingRoom"", ""AirConditioner""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}}",new-2026-05-21
2,,,C06,"거실 조도가 200lux 이하면 거실 등을 100% 밝기로, 500lux 이상이면 30%로, 그 외에는 60%로 설정해줘.","If living room illuminance is at most 200 lux, set the living room light to 100% brightness; if at least 500 lux, set it to 30%; otherwise set it to 60%.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""lux"", ""src"": ""LightSensor.Brightness""}, {""op"": ""if"", ""cond"": ""lux <= 200"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0}}], ""else"": [{""op"": ""if"", ""cond"": ""lux >= 500"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0}}], ""else"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0}}]}]}]}","{""LivingRoom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""LivingRoom"", ""LightSensor""]}, ""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""LivingRoom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""LivingRoom"", ""Light""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}}",new-2026-05-21
2,,,C11,지금 거실 온도를 확인하고 1시간 뒤 다시 확인해서 2도 이상 떨어졌으면 거실 히터 플러그를 켜줘.,"Check the living room temperature now and again in 1 hour. If it dropped by at least 2 degrees, turn on the living room heater plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""t1"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""delay"", ""duration"": ""1 HOUR""}, {""op"": ""read"", ""var"": ""t2"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""($t1 - $t2) >= 2"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_Heater"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Heater""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}}",new-2026-05-21
1,,,C19,"1초마다 거실 온도가 28도 이상이면 에어컨 플러그를 켜고, 그렇지 않고 25도 이하이면 꺼줘.","Every 1 second, if the living room temperature is at least 28C, turn on the AC plug; otherwise if it is 25C or below, turn off the AC plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 SEC"", ""body"": [{""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 28"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature <= 25"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}]}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_AC"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""AC""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}}",new-2026-05-21
2,,,C19,"1초마다 거실 습도가 70% 이상이면 제습기 플러그를 켜고, 그렇지 않고 50% 이하이면 꺼줘.","Every 1 second, if the living room humidity is at least 70%, turn on the dehumidifier plug; otherwise if it is 50% or below, turn off the dehumidifier plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 SEC"", ""body"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity >= 70"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity <= 50"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}]}]}","{""LivingRoom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""LivingRoom"", ""HumiditySensor""]}, ""Bedroom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""LivingRoom_Dehumidifier"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Dehumidifier""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}}",new-2026-05-21
3,,,C19,"1초마다 거실 조도가 200lux 이하이면 스탠드 플러그를 켜고, 그렇지 않고 500lux 이상이면 꺼줘.","Every 1 second, if the living room illuminance is at most 200 lux, turn on the floor lamp plug; otherwise if it is at least 500 lux, turn off the floor lamp plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 SEC"", ""body"": [{""op"": ""if"", ""cond"": ""LightSensor.Brightness <= 200"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""if"", ""cond"": ""LightSensor.Brightness >= 500"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}]}]}","{""LivingRoom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""LivingRoom"", ""LightSensor""]}, ""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""LivingRoom_Lamp"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Lamp""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}}",new-2026-05-21
4,,,C19,"1초마다 거실 온도가 18도 이하이면 히터 플러그를 켜고, 그렇지 않고 22도 이상이면 꺼줘.","Every 1 second, if the living room temperature is at most 18C, turn on the heater plug; otherwise if it is at least 22C, turn off the heater plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 SEC"", ""body"": [{""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature <= 18"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 22"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}]}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_Heater"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Heater""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}}",new-2026-05-21
5,,,C19,"1초마다 거실 습도가 30% 이하이면 가습기 플러그를 켜고, 그렇지 않고 55% 이상이면 꺼줘.","Every 1 second, if the living room humidity is at most 30%, turn on the humidifier plug; otherwise if it is at least 55%, turn off the humidifier plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 SEC"", ""body"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity <= 30"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity >= 55"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}]}]}","{""LivingRoom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""LivingRoom"", ""HumiditySensor""]}, ""Bedroom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""LivingRoom_Humidifier"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Humidifier""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}}",new-2026-05-21
1,,,C20,거실에 30초 이상 사람이 감지되지 않으면 거실 멀티탭 플러그를 꺼줘.,"If no motion is detected in the living room for at least 30 seconds, turn off the living room power strip plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MotionSensor.Motion == false"", ""edge"": ""none"", ""for"": ""30 SEC""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}","{""LivingRoom_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""LivingRoom"", ""MotionSensor""]}, ""Bedroom_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""Bedroom"", ""MotionSensor""]}, ""LivingRoom_Strip"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Strip""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}}",new-2026-05-21
2,,,C20,현관문이 5초 이상 열려있으면 환기팬 플러그를 켜줘.,"If the front door stays open for at least 5 seconds, turn on the ventilation fan plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Door.DoorState == \""open\"""", ""edge"": ""none"", ""for"": ""5 SEC""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}","{""FrontDoor_Door"": {""category"": [""Door""], ""tags"": [""FrontDoor"", ""Door""]}, ""BackDoor_Door"": {""category"": [""Door""], ""tags"": [""BackDoor"", ""Door""]}, ""Entrance_Fan"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Entrance"", ""Plug"", ""Fan""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}}",new-2026-05-21
3,,,C20,거실에 사람이 30초 이상 감지되면 거실 TV 플러그를 켜줘.,"If a person is detected in the living room for at least 30 seconds, turn on the living room TV plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PresenceSensor.Presence == true"", ""edge"": ""none"", ""for"": ""30 SEC""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}","{""LivingRoom_PresenceSensor"": {""category"": [""PresenceSensor""], ""tags"": [""LivingRoom"", ""PresenceSensor""]}, ""Bedroom_PresenceSensor"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""LivingRoom_TV"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""TV""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}}",new-2026-05-21
