id,space_id,command,command_ko,mode,trig,act,dev_trig,dev_act,ref,expect,d,tier,b1,b3,context,why,targets,target_svc,ir_gt
G04501,FACT05,could you switch the pump room switch on?,펌프실 스위치 켜 줄 수 있어?,now,now,switch,,Switch,place,execute,D1,T0,act,3,none,,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04502,HOME15,Run the fan for 5 minutes.,선풍기를 5분 동안 돌려.,now,now,fan,,Fan,nick,refuse,D1,T0,act,3,none,no_device,,,
G04503,OFFICE01,Get the pantry lights on,팬트리 조명 켜,now,now,light.on,,Light,place,execute,D1,T0,act,3,none,,OFFICE01_Pantry_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04504,FACT01,I'd like you to turn on the line switch.,생산라인 스위치 켜 줬으면 해.,now,now,switch,,Switch,place,execute,D1,T0,act,3,none,,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6 FACT01_Line_Siren_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04505,OFFICE06,can you turn on the fan?,선풍기 켜 줄래?,now,now,fan,,Fan,nick,refuse,D1,T0,act,3,none,no_device,,,
G04506,OFFICE06,Make it breezy,시원한 바람 좀 줘,now,now,fan,,Fan,vague,ask,D1,T0,act,3,none,,OFFICE06_OpenSpace_AirConditioner_1 OFFICE06_OpenSpace_Thermostat_1,,
G04507,FARM01,please make the lights warm white.,조명 전구색으로 해 주세요.,now,now,light.color,,Light,nick,refuse,D1,T0,set,3,none,no_device,,,
G04508,HOME11,can you switch the light on?,조명 켜 줄래?,now,now,light.on,,Light,onedup,ask,D1,T0,act,3,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,
G04509,HOME18,I'd like you to turn the kitchen lights green.,주방 조명 초록색으로 켜 줬으면 해.,now,now,light.color,,Light,place,execute,D1,T0,set,3,none,,HOME18_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 120.0, ""Saturation"": 100.0}}]}"
G04510,OFFICE05,could you bring the hallway lights down to 25 percent?,복도 조명 밝기를 25퍼센트까지 낮춰 줄 수 있어?,now,now,light.dim,,Light,place,execute,D1,T0,set,3,none,,OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 25.0, ""Rate"": 0.0}}]}"
G04511,FARM02,Put the barn 2 light on,축사 2 조명 켜,now,now,light.on,,Light,nick,execute,D1,T0,act,3,none,,FARM02_Barn_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04512,HOME01,Set the room lights to blue.,방 조명 파란색으로 바꿔.,now,now,light.color,,Light,place,execute,D1,T0,set,3,none,,HOME01_Room_Light_1 HOME01_Room_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 240.0, ""Saturation"": 100.0}}]}"
G04513,HOME08,please turn the bedroom lights up to 100 percent.,침실 조명 밝기를 100퍼센트까지 좀 올려 줘.,now,now,light.dim,,Light,place,execute,D1,T0,set,3,none,,HOME08_Bedroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}]}"
G04514,HOME15,can you get the Skylight 1 on?,스카이라이트 1 켜 줄래?,now,now,light.on,,Light,nick,execute,D1,T0,act,3,none,,HOME15_Study_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04515,LAB02,Remind me in a bit.,조금 있다 알려 줘.,now,now,timer,,Clock,vague,refuse,D1,T0,set,2,none,no_service,,,
G04516,HOME10,"Repeat this 2 times: set a 5 minute timer, then wait 15 minutes.",5분 타이머 맞춰 주고 15분 쉬는 걸 2번 반복해.,now,now,timer,,Clock,none,refuse,D8,T3,set,2,none,no_service,,,
G04517,HOME13,"Repeat this 3 times: start a countdown for 15 minutes, then wait 20 minutes",15분 카운트다운 시작해 주고 20분 쉬는 걸 3번 반복해,now,now,timer,,Clock,none,refuse,D8,T3,set,2,none,no_service,,,
G04518,HOME14,"Wait until someone is in the room, then set a 45 minute timer every 10 minutes for 5 hours.",방에 사람이 올 때까지 기다렸다가 5시간 동안 10분마다 45분 타이머 맞춰 줘.,now,now,timer,,Clock,none,refuse,D13,T4,set,2,none,no_service,,,
G04519,LAB05,"Wait up to 10 minutes to see if the washing machine is running; if not, toggle the test bed switch.","세탁기가 도는지 최대 10분 기다려 보고, 그래도 아니면 테스트베드 스위치 껐다 켜.",now,now,switch,,Switch,place,execute,D10,T3,act,2,none,,LAB05_TestBed_Light_1 LAB05_TestBed_Light_2 LAB05_TestBed_Light_3 LAB05_TestBed_LevelControl_1 LAB05_TestBed_Plug_1 LAB05_TestBed_Plug_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""LaundryWasher.RemainingTime > 0"", ""edge"": ""rising"", ""timeout"": ""10 MIN""}, {""op"": ""if"", ""cond"": ""not (LaundryWasher.RemainingTime > 0)"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Toggle"", ""args"": {}}], ""else"": []}]}"
G04520,FACT03,please start a countdown for 15 minutes every 20 minutes until the tank is below half.,탱크가 절반 아래로 내려갈 때까지 20분마다 15분 카운트다운 시작해 주세요.,now,now,timer,,Clock,none,refuse,D8,T3,set,2,none,no_service,,,
G04521,HOME05,"can you turn on the bedroom switch, then 10 minutes later turn it back off?","침실 스위치 켜 주고, 10분 뒤에 다시 꺼 줄래?",now,now,switch,,Switch,place,execute,D2,T2,act,2,none,,HOME05_Bedroom_Light_1 HOME05_Bedroom_Light_2 HOME05_Bedroom_AirConditioner_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}, {""op"": ""delay"", ""duration"": ""10 MIN""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}"
G04522,HOME12,"If the window is open right now, set a 10 minute timer.",창문이 열려 있으면 10분 타이머 맞춰 줘.,now,now,timer,,Clock,none,refuse,D3,T2,set,2,none,no_service,,,
G04523,FACT02,please remind me in a bit.,조금 있다 알려 주세요.,now,now,timer,,Clock,vague,refuse,D1,T0,set,2,none,no_service,,,
G04524,OFFICE03,Switch the switch on.,스위치 켜.,now,now,switch,,Switch,plain,ask,D1,T0,act,2,none,,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_MeetingRoom_AirConditioner_1 OFFICE03_MeetingRoom_AirConditioner_2 OFFICE03_MeetingRoom_AirConditioner_3 OFFICE03_MeetingRoom_AirConditioner_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,,
G04525,FARM02,Turn on the barn switch.,축사 스위치 켜.,now,now,switch,,Switch,place,execute,D1,T0,act,2,none,,FARM02_Barn_Light_1 FARM02_Barn_Light_2 FARM02_Barn_Light_3 FARM02_Barn_Light_4 FARM02_Barn_Fan_1 FARM02_Barn_Fan_2 FARM02_Barn_Fan_3 FARM02_Barn_Fan_4 FARM02_Barn_Siren_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04526,FARM04,I'd like you to turn the lights up to 70 percent.,조명 밝기를 70퍼센트까지 올려 줬으면 해.,now,now,light.dim,,Light,plain,refuse,D1,T0,set,1,none,no_device,,,
G04527,FACT04,could you bring the light down to 5 percent?,조명 밝기를 5퍼센트까지 낮춰 줄 수 있어?,now,now,light.dim,,Light,onedup,ask,D1,T0,set,1,none,,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,,
G04528,HOME06,Set the lights brightness to 90 percent,조명 전부 밝기를 90퍼센트로 맞춰,now,now,light.dim,,Light,plain,execute,D1,T0,set,1,none,,HOME06_LivingRoom_Light_1 HOME06_LivingRoom_Light_2 HOME06_LivingRoom_Light_3 HOME06_LivingRoom_Light_4 HOME06_Kitchen_Light_1 HOME06_Kitchen_Light_2 HOME06_Bedroom_Light_1 HOME06_Bedroom_Light_2 HOME06_Study_Light_1 HOME06_Bathroom_Light_1 HOME06_Bathroom_Light_2 HOME06_Hallway_Light_1 HOME06_Garden_Light_1 HOME06_Garden_Light_2 HOME06_Garage_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 90.0, ""Rate"": 0.0}}]}"
G04529,HOME13,Dim the lights to 5 percent.,조명 전부 밝기를 5퍼센트로 낮춰.,now,now,light.dim,,Light,plain,execute,D1,T0,set,1,none,,HOME13_LivingRoom_Light_1 HOME13_LivingRoom_Light_2 HOME13_LivingRoom_Light_3 HOME13_Bedroom_Light_1 HOME13_Bedroom_Light_2 HOME13_Kitchen_Light_1 HOME13_Study_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 5.0, ""Rate"": 0.0}}]}"
G04530,HOME20,please turn the lights up to 70 percent.,조명 전부 밝기를 70퍼센트까지 좀 올려 줘.,now,now,light.dim,,Light,plain,execute,D1,T0,set,1,none,,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2 HOME20_Kitchen_Light_1 HOME20_Bedroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 70.0, ""Rate"": 0.0}}]}"
G04531,LAB01,can you bring the lights down to 25 percent?,조명 전부 밝기를 25퍼센트까지 낮춰 줄래?,now,now,light.dim,,Light,plain,execute,D1,T0,set,1,none,,tc0_5452b6c5-0dee-4cca-ba6f-15582b358305 tc0_7def1d9d-721c-4e35-b217-51fb8b46ba59 tc0_081181c1-3210-4ad2-8af1-f262fdc0fc76 tc0_ebfb522a028ef8add497wu tc0_eb8c9cf310d709af51rs9c tc0_57b081e4-f567-4a84-9121-4f0ed61ae733 tc0_d1b5e845-cbe2-42b4-9606-8ad71cb14901 tc0_4e13891d-054f-494a-9517-c56b38632fef tc0_05b24023-a435-4e1a-bf7d-680c5a0174ba tc0_ba52d76e-e6dc-41ff-8207-64c7d9d88b3b,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 25.0, ""Rate"": 0.0}}]}"
G04532,FACT04,could you set the mood softer?,분위기 좀 부드럽게 해 줄 수 있어?,now,now,light.dim,,Light,vague,execute,D1,T0,set,1,none,,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": ""$Light.CurrentBrightness * 0.5"", ""Rate"": 0.0}}]}"
G04533,HOME03,could you dim the lights to 5 percent?,조명 전부 밝기를 5퍼센트로 낮춰 줄 수 있어?,now,now,light.dim,,Light,plain,execute,D1,T0,set,1,none,,HOME03_LivingRoom_Light_1 HOME03_LivingRoom_Light_2 HOME03_LivingRoom_Light_3 HOME03_Bedroom_Light_1 HOME03_Bedroom_Light_2 HOME03_Kitchen_Light_1 HOME03_Bathroom_Light_1 HOME03_Hallway_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 5.0, ""Rate"": 0.0}}]}"
G04534,FARM04,could you set the lights to the morning scene?,조명 아침 모드로 해 줄 수 있어?,now,now,light.scene,,Light,none,refuse,D1,T0,set,1,none,no_device,,,
G04535,HOME12,Run the night scene on the lights,조명 취침 모드 실행해,now,now,light.scene,,Light,none,execute,D1,T0,set,1,none,,HOME12_RoomA_Light_1 HOME12_RoomB_Light_1 HOME12_RoomC_Light_1 HOME12_LivingRoom_Light_1 HOME12_LivingRoom_Light_2 HOME12_LivingRoom_Light_3 HOME12_Kitchen_Light_1 HOME12_Bathroom_Light_1 HOME12_Bathroom_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 5.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 2200}}]}"
G04536,HOME19,Put the study light 2 into movie mode.,서재 조명 2 영화 모드로 해.,now,now,light.scene,,Light,nick,execute,D1,T0,set,1,none,,HOME19_Study_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 20.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 2700}}]}"
G04537,OFFICE06,please switch the open space lights to the reading scene.,사무실 조명 독서 모드로 바꿔 주세요.,now,now,light.scene,,Light,place,execute,D1,T0,set,1,none,,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 90.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 4000}}]}"
G04538,FARM03,can you set the lights to the away scene?,조명 외출 모드로 해 줄래?,now,now,light.scene,,Light,none,execute,D1,T0,set,1,none,,FARM03_Field_Light_1 FARM03_Field_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}"
G04539,HOME02,I'd like you to run the night scene on the lights.,조명 취침 모드 실행해 줬으면 해.,now,now,light.scene,,Light,none,execute,D1,T0,set,1,none,,HOME02_LivingRoom_Light_1 HOME02_LivingRoom_Light_2 HOME02_Bedroom_Light_1 HOME02_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 5.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 2200}}]}"
G04540,HOME09,could you put the nursery color mood light into morning mode?,아기방 컬러 무드등 아침 모드로 해 줄 수 있어?,now,now,light.scene,,Light,nick,execute,D1,T0,set,1,none,,HOME09_BabyRoom_ColorControl_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 70.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 5000}}]}"
G04541,HOME16,Make it feel like morning,아침 같은 분위기로 해 줘,now,now,light.scene,,Light,vague,execute,D1,T0,set,1,none,,HOME16_Bedroom_Light_1 HOME16_Garden_Light_1 HOME16_LivingRoom_Light_1 HOME16_LivingRoom_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 70.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 5000}}]}"
G04542,HOME14,I'd like you to shut the garage door.,차고문 닫아 줬으면 해.,now,now,garage,,GarageDoor,place,refuse,D1,T0,act,2,none,no_device,,,
G04543,FACT02,please shut the garage door.,차고문 좀 닫아 줘.,now,now,garage,,GarageDoor,onedup,ask,D1,T0,act,2,none,,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4,,
G04544,HOME09,Check every 5 minutes and unlock the entrance door lock if the humidity is over 60 percent,5분마다 확인해서 습도가 60퍼센트를 넘으면 현관 도어락 열어,now,now,lock,,DoorLock,place,execute,D7,T3,act,2,none,,HOME09_Entrance_DoorLock_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""5 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity > 60"", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Unlock"", ""args"": {}}], ""else"": []}]}]}"
G04545,LAB04,Check every 5 minutes and shut the garage door if the battery is under 20 percent,5분마다 확인해서 배터리가 20퍼센트 아래면 차고문 닫아,now,now,garage,,GarageDoor,nick,refuse,D7,T3,act,2,none,no_device,,,
G04546,HOME08,"Wait up to 10 minutes to see if the humidity is over 60 percent; if not, lock the entrance door lock.","습도가 60퍼센트를 넘는지 최대 10분 기다려 보고, 그래도 아니면 현관 도어락 잠가.",now,now,lock,,DoorLock,place,execute,D10,T3,act,2,none,,HOME08_Entrance_DoorLock_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""HumiditySensor.Humidity > 60"", ""edge"": ""rising"", ""timeout"": ""10 MIN""}, {""op"": ""if"", ""cond"": ""not (HumiditySensor.Humidity > 60)"", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}], ""else"": []}]}"
G04547,OFFICE03,"Wait up to 10 minutes to see if someone is in the room; if not, open the garage door","방에 사람이 오는지 최대 10분 기다려 보고, 그래도 아니면 차고문 열어",now,now,garage,,GarageDoor,nick,refuse,D10,T3,read,2,none,no_device,,,
G04548,HOME08,"Wait up to 20 minutes to see if the temperature is under 18 degrees; if not, make sure the entrance door lock is locked.","온도가 18도 아래로 내려가는지 최대 20분 기다려 보고, 그래도 아니면 현관 도어락 잠겼는지 봐 줘.",now,now,lock,,DoorLock,place,execute,D10,T3,act,2,none,,HOME08_Entrance_DoorLock_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""TemperatureSensor.Temperature < 18"", ""edge"": ""rising"", ""timeout"": ""20 MIN""}, {""op"": ""if"", ""cond"": ""not (TemperatureSensor.Temperature < 18)"", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}], ""else"": []}]}"
G04549,OFFICE02,"Wait up to 10 minutes to see if the temperature is under 18 degrees; if not, close the garage door.","온도가 18도 아래로 내려가는지 최대 10분 기다려 보고, 그래도 아니면 차고문 닫아.",now,now,garage,,GarageDoor,nick,refuse,D10,T3,act,2,none,no_device,,,
G04550,HOME06,"please make sure the place is secure, but only if the battery is under 20 percent.",배터리가 20퍼센트 아래일 때만 문단속 좀 해 줘.,now,now,lock,,DoorLock,vague,execute,D3,T2,act,2,none,,HOME06_Entrance_DoorLock_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""Battery.BatteryLevel < 20"", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}], ""else"": []}]}"
G04551,HOME13,"If the door is open right now, shut the garage door",문이 열려 있으면 차고문 닫아,now,now,garage,,GarageDoor,place,refuse,D3,T2,act,2,none,no_device,,,
G04552,FARM04,I'd like you to lock the door lock.,도어락 잠가 줬으면 해.,now,now,lock,,DoorLock,plain,execute,D1,T0,act,2,none,,FARM04_Entrance_DoorLock_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}]}"
G04553,HOME04,Start the mower.,잔디깎이 켜.,now,now,mower,,Mower,plain,refuse,D1,T0,act,1,none,no_device,,,
G04554,HOME07,please send the mower back to the dock.,잔디깎이 충전대로 좀 보내 줘.,now,now,mower,,Mower,onedup,execute,D1,T0,act,1,none,,HOME07_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}]}"
G04555,HOME06,can you park the mower?,잔디깎이 정위치로 보내 줄래?,now,now,mower,,Mower,plain,execute,D1,T0,act,1,none,,HOME06_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}]}"
G04556,HOME07,I'd like you to start the mower.,잔디깎이 켜 줬으면 해.,now,now,mower,,Mower,plain,execute,D1,T0,act,1,none,,HOME07_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.StartMowing"", ""args"": {}}]}"
G04557,HOME06,could you send the mower back to the dock?,잔디깎이 충전대로 보내 줄 수 있어?,now,now,mower,,Mower,plain,execute,D1,T0,act,1,none,,HOME06_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}]}"
G04558,HOME07,Deal with the lawn,잔디 좀 처리해 줘,now,now,mower,,Mower,vague,ask,D1,T0,act,1,none,,HOME07_Garden_Mower_1 HOME07_LivingRoom_RobotVacuumCleaner_1,,
G04559,HOME06,Park the mower,잔디깎이 정위치로 보내,now,now,mower,,Mower,plain,execute,D1,T0,act,1,none,,HOME06_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}]}"
G04560,HOME07,please send all the mowers back to the dock.,모든 잔디깎이 충전대로 좀 보내 줘.,now,now,mower,,Mower,all,execute,D1,T0,act,1,none,,HOME07_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}]}"
G04561,HOME06,I'd like you to park the mower.,잔디깎이 정위치로 보내 줬으면 해.,now,now,mower,,Mower,plain,execute,D1,T0,act,1,none,,HOME06_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}]}"
G04562,HOME06,Start all the mowers.,모든 잔디깎이 켜.,now,now,mower,,Mower,all,execute,D1,T0,act,1,none,,HOME06_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Mower.StartMowing"", ""args"": {}}]}"
G04563,OFFICE02,I'd like you to stop recording on the camera.,카메라 녹화 멈춰 줬으면 해.,now,now,camera,,Camera,nick,refuse,D1,T0,act,3,none,no_device,,,
G04564,FACT05,can you light up the light?,조명 켜 줄래?,now,now,light.on,,Light,onedup,ask,D1,T0,act,3,none,,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6 FACT05_BoilerRoom_Light_1 FACT05_BoilerRoom_Light_2,,
G04565,HOME17,Turn on the room lights.,방 조명 켜.,now,now,light.on,,Light,place,execute,D1,T0,act,3,none,,HOME17_Room_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G04566,LAB01,could you set all the lights to blue?,모든 조명 파란색으로 바꿔 줄 수 있어?,now,now,light.color,,Light,all,execute,D1,T0,set,3,none,,tc0_5452b6c5-0dee-4cca-ba6f-15582b358305 tc0_7def1d9d-721c-4e35-b217-51fb8b46ba59 tc0_081181c1-3210-4ad2-8af1-f262fdc0fc76 tc0_ebfb522a028ef8add497wu tc0_eb8c9cf310d709af51rs9c tc0_57b081e4-f567-4a84-9121-4f0ed61ae733 tc0_d1b5e845-cbe2-42b4-9606-8ad71cb14901 tc0_4e13891d-054f-494a-9517-c56b38632fef tc0_05b24023-a435-4e1a-bf7d-680c5a0174ba tc0_ba52d76e-e6dc-41ff-8207-64c7d9d88b3b,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 240.0, ""Saturation"": 100.0}}]}"
G04567,OFFICE06,please record this.,이거 좀 녹화해 줘.,now,now,camera,,Camera,vague,execute,D1,T0,act,3,none,,OFFICE06_OpenSpace_Camera_1 OFFICE06_OpenSpace_Camera_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Camera.StartRecording"", ""args"": {}}]}"
G04568,HOME03,Turn on the camera.,카메라 켜.,now,now,camera,,Camera,all,refuse,D1,T0,act,3,none,no_device,,,
G04569,HOME10,please make all the lights pink.,모든 조명 분홍색으로 좀 해 줘.,now,now,light.color,,Light,all,execute,D1,T0,set,3,none,,HOME10_LivingRoom_Light_1 HOME10_LivingRoom_Light_2 HOME10_Bedroom_Light_1 HOME10_Bathroom_Light_1 HOME10_Hallway_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 320.0, ""Saturation"": 100.0}}]}"
G04570,HOME17,could you set the bathroom lights to red?,욕실 조명 빨간색으로 바꿔 줄 수 있어?,now,now,light.color,,Light,place,execute,D1,T0,set,3,none,,HOME17_Bathroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 0.0, ""Saturation"": 100.0}}]}"
G04571,HOME08,I'd like you to turn the kitchen lights daylight white.,주방 조명 주광색으로 켜 줬으면 해.,now,now,light.color,,Light,place,execute,D1,T0,set,3,none,,HOME08_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 5500}}]}"
