id,space_id,command,command_ko,context,expect,why_type,why,category
554,OFFICE05,Dim the open space lights to 30 percent.,사무실 조명 30퍼센트로 낮춰줘.,,agent,,,기기 제어
555,OFFICE05,Set the meeting room lights to a cool white.,회의실 조명을 차가운 색으로 바꿔줘.,,ask,위치애매,회의실이 1층·2층에 있어 어느 곳인지 애매,기기 제어
556,OFFICE02,Set the open space lights to a warm color.,사무실 조명 전구색으로 해줘.,,agent,,,기기 제어
557,OFFICE01,Set the meeting room to 24 degrees.,회의실 온도 24도로 맞춰줘.,,agent,,,기기 제어
558,OFFICE06,Turn the office temperature down to 23 degrees.,사무실 온도 23도로 낮춰줘.,,agent,,,기기 제어
559,OFFICE05,Switch the air conditioners to cool mode.,에어컨 냉방 모드로 바꿔줘.,,agent,,,기기 제어
560,OFFICE02,Put the air purifier on auto mode.,공기청정기를 자동 모드로 해줘.,,agent,,,기기 제어
561,OFFICE03,Turn down the meeting room speakers.,회의실 스피커 볼륨 줄여줘.,,ask,위치애매,스피커가 있는 회의실이 2곳이라 어느 곳인지 애매,기기 제어
562,OFFICE05,Set the announcement volume to 30.,방송 볼륨을 30으로 맞춰줘.,,agent,,,기기 제어
563,OFFICE05,What is the temperature in the open space?,지금 사무실 온도 어때?,,agent,,,상태 조회
564,OFFICE05,Is the office air quality okay?,사무실 공기질 괜찮아?,,agent,,,상태 조회
565,OFFICE05,Tell me the CO2 level in the open space.,사무실 CO2 농도 알려줘.,,agent,,,상태 조회
566,OFFICE03,Is anyone in the meeting room?,회의실에 사람 있어?,,agent,,,상태 조회
567,OFFICE01,Is the office empty right now?,지금 사무실에 아무도 없어?,,agent,,,상태 조회
568,OFFICE06,Any motion in the open space?,사무실에 움직임 감지됐어?,,agent,,,상태 조회
569,OFFICE05,Are the meeting room lights on?,회의실 조명 켜져 있어?,,agent,,,상태 조회
570,OFFICE06,Is the air conditioner running?,에어컨 작동 중이야?,,agent,,,상태 조회
571,OFFICE01,Is the air purifier off?,공기청정기 꺼져 있어?,,agent,,,상태 조회
572,OFFICE01,Is the entrance door open?,현관문 열려 있어?,,agent,,,상태 조회
573,OFFICE03,Check whether the entrance door is closed.,현관문 닫혀 있는지 확인해줘.,,agent,,,상태 조회
574,OFFICE05,How much power are the meeting room plugs using?,회의실 플러그 전력 얼마나 쓰고 있어?,,refuse,기기없음,플러그 없음,상태 조회
575,OFFICE05,"When the sunlight is strong, lower the blinds.",햇빛이 강하면 블라인드 내려줘.,,refuse,감지불가,햇빛 세기를 잴 센서 없음,자동화 만들기
576,OFFICE05,"When the TV turns on, dim the lights.",회의실 TV가 켜지면 조명을 어둡게 해줘.,,refuse,기기없음,TV 없음 (회의실 디스플레이만 있음),자동화 만들기
577,OFFICE05,Run the robot vacuum every Friday at 7.,매주 금요일 7시에 로봇청소기 돌려줘.,,refuse,기기없음,로봇청소기 없음,자동화 만들기
578,OFFICE05,Turn off all the plugs at quitting time every day.,매일 퇴근 시간에 모든 플러그 꺼줘.,,refuse,기기없음,플러그 없음,자동화 만들기
579,OFFICE05,Hold presentation mode for 30 minutes.,30분 동안 발표 모드 유지해줘.,,ask,동작애매,발표 모드가 무엇을 바꾸는지 애매,자동화 만들기
580,OFFICE05,We're starting the meeting.,회의 시작할게.,,ask,동작애매,회의 시작에 무엇을 할지 애매,기기 제어
581,OFFICE05,Switch the meeting room to presentation mode.,회의실 발표 모드로 바꿔줘.,,ask,위치애매,회의실이 1층·2층에 있고 발표 모드 내용도 애매,기기 제어
582,OFFICE05,The meeting is over.,회의 끝났어.,,ask,동작애매,회의 끝나고 무엇을 할지 애매,기기 제어
583,OFFICE05,Put the meeting room back to normal.,회의실 원래 상태로 돌려줘.,,ask,동작애매,원래 상태가 무엇인지 애매,기기 제어
584,OFFICE01,Turn on focus mode.,집중 모드 켜줘.,,ask,동작애매,집중 모드가 무엇을 바꾸는지 애매,기기 제어
585,OFFICE05,Run demo mode.,데모 모드 실행해줘.,,ask,동작애매,데모 모드가 무엇을 바꾸는지 애매,기기 제어
586,OFFICE05,Announce the meeting on the speaker 10 minutes before it starts.,회의 10분 전에 스피커로 알려줘.,,execute,,,자동화 만들기
587,OFFICE06,"If motion is detected after hours, text the manager.",퇴근 후 움직임이 감지되면 관리자에게 문자 보내줘.,,refuse,보낼수단없음,문자 보낼 기기 없음,자동화 만들기
588,OFFICE06,"If an intruder is detected, send a Slack message.",침입 감지되면 슬랙으로 알림 보내줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,자동화 만들기
589,OFFICE05,Take a snapshot with the camera and email it to me.,카메라로 사진 찍어서 이메일로 보내줘.,,ask,확인필요,촬영이라 확인 필요,알림 보내기
590,OFFICE05,"If motion is detected while nobody is in the office, check the camera.",사람 없는데 움직임이 있으면 카메라로 확인해줘.,,refuse,감지불가,움직임 감지 센서 없음,자동화 만들기
591,OFFICE05,"If water leaks, alert the manager.",물이 새면 관리자에게 알려줘.,,refuse,감지불가,누수 감지 센서 없음,자동화 만들기
592,OFFICE05,Show me the hallway cameras.,복도 카메라 보여줘.,,ask,확인필요,카메라 영상을 보는 건 감시라 확인 필요,상태 조회
593,OFFICE05,Is it raining right now?,지금 비 와?,,agent,,,상태 조회
594,OFFICE05,Is it a good day to head out for a site visit?,오늘 현장 나가기 괜찮은 날이야?,,agent,,,상태 조회
595,OFFICE05,Do I have any meetings today?,오늘 회의 일정 있어?,,agent,,,상태 조회
596,OFFICE05,When does my next meeting start?,다음 회의 몇 시야?,,agent,,,상태 조회
597,OFFICE05,Should we ventilate right now?,지금 환기해야 해?,,agent,,,상태 조회
598,OFFICE03,Is the meeting room comfortable right now?,회의실 지금 쾌적해?,,agent,,,상태 조회
599,OFFICE05,Turn off the lights.,불 꺼줘.,,ask,위치애매,어느 공간 조명인지 애매,기기 제어
600,OFFICE05,Can you turn on the air conditioner?,에어컨 켜줘.,,agent,,,기기 제어
601,OFFICE05,Make the office comfortable.,사무실 좀 쾌적하게 해줘.,,ask,동작애매,온도인지 환기인지 애매,기기 제어
602,OFFICE05,Get things ready for the meeting.,회의 준비해줘.,,ask,동작애매,회의 준비로 무엇을 할지 애매,기기 제어
603,OFFICE05,Email the manager.,관리자에게 메일 보내줘.,,ask,동작애매,메일에 무엇을 쓸지 애매,알림 보내기
604,OFFICE05,Send out an alert.,알림 보내줘.,,ask,동작애매,무엇을 알릴지 애매,알림 보내기
605,OFFICE03,Lower the meeting room blinds.,회의실 블라인드 내려줘.,,refuse,기기없음,블라인드 없음,기기 제어
606,OFFICE05,Lock the entrance door locks.,현관 도어락 잠가줘.,,agent,,,기기 제어
607,OFFICE03,"When someone is detected, turn on the meeting room lights.",사람이 감지되면 회의실 조명 켜줘.,,execute,,,자동화 만들기
608,OFFICE03,"When the meeting room is empty, turn off its lights.",회의실에 아무도 없으면 조명 꺼줘.,,execute,,,자동화 만들기
609,OFFICE01,"If nobody is around, turn off the air conditioners.",사람이 없으면 에어컨 꺼줘.,,execute,,,자동화 만들기
610,OFFICE01,Notify me when the entrance door opens.,현관문이 열리면 알림 보내줘.,,execute,,,자동화 만들기
611,OFFICE06,"If the door is open, turn off the air conditioner.",문이 열려 있으면 사무실 에어컨 꺼줘.,,execute,,,자동화 만들기
612,OFFICE05,"If the CO2 gets high, tell us to ventilate.",CO2가 높으면 환기하라고 알려줘.,,execute,,,자동화 만들기
613,OFFICE05,"If the temperature goes above 28, turn on the air conditioners.",온도가 28도 넘으면 에어컨 켜줘.,,execute,,,자동화 만들기
614,OFFICE02,"If the air quality gets bad, turn on the air purifier.",공기질이 나쁘면 공기청정기 켜줘.,,execute,,,자동화 만들기
615,OFFICE05,"When it gets dark outside, turn on the office lights.",어두워지면 사무실 조명 켜줘.,,execute,,,자동화 만들기
616,OFFICE01,"If the air purifier shuts off, switch it back on.",공기청정기가 꺼지면 다시 켜줘.,,execute,,,자동화 만들기
617,OFFICE05,Turn off the office lights at 6 pm.,오후 6시에 사무실 조명 꺼줘.,,execute,,,자동화 만들기
618,OFFICE01,Turn on the meeting room air conditioner at 9 am.,오전 9시에 회의실 에어컨 켜줘.,,execute,,,자동화 만들기
619,OFFICE02,"At noon, turn on the air purifier.",점심시간에 공기청정기 켜줘.,,execute,,,자동화 만들기
620,OFFICE05,Turn on the office lights at 8 am on weekdays.,평일 오전 8시에 사무실 조명 켜줘.,,execute,,,자동화 만들기
621,OFFICE06,"When someone arrives at the office, play a welcome announcement.",손님 오면 안내 방송해줘.,,execute,,,자동화 만들기
622,OFFICE05,"If the CO2 gets high, put a warning on the screen.",CO2 높으면 화면에 알림 띄워줘.,,execute,,,자동화 만들기
623,OFFICE03,"When the door opens, show me a notification.",문이 열리면 알림을 띄워줘.,,execute,,,자동화 만들기
624,OFFICE05,"If the air quality gets bad, announce that we should ventilate.",공기질 나쁘면 환기하라고 방송해줘.,,execute,,,자동화 만들기
625,OFFICE05,"If the door opens, email the manager.",문 열림 감지되면 관리자에게 메일 보내줘.,,execute,,,자동화 만들기
626,OFFICE05,"If smoke is detected, sound the alarm and warn everyone.",연기 감지되면 경보 울리고 사무실 전체에 경고해줘.,,execute,,,자동화 만들기
627,OFFICE06,"When motion is detected, capture a 10-second video.",움직임 감지되면 10초 녹화해줘.,,ask,확인필요,녹화라 확인 필요,자동화 만들기
628,OFFICE03,"If the entrance door opens after dark, send me a warning.",어두워진 뒤에 현관문이 열리면 경고해줘.,,execute,,,자동화 만들기
629,OFFICE03,Turn off the meeting room lights in 10 minutes.,10분 뒤에 회의실 조명 꺼줘.,,execute,,,자동화 만들기
630,OFFICE01,"Five minutes after the meeting ends, turn off the air conditioner.",회의 끝나고 5분 뒤에 에어컨 꺼줘.,,execute,,,자동화 만들기
631,OFFICE01,Keep the meeting room air conditioner on for an hour.,1시간 동안 회의실 에어컨 켜둬.,,execute,,,자동화 만들기
632,OFFICE06,"If there is motion in the office after dark, notify me.",어두워진 뒤에 사무실에 움직임이 감지되면 알려줘.,,execute,,,자동화 만들기
633,OFFICE06,"If the entrance door opens at night, warn me.",밤에 현관문이 열리면 경고해줘.,,execute,,,자동화 만들기
634,OFFICE05,"While the CO2 stays high, alert me every 10 minutes.",CO2가 계속 높으면 10분마다 알려줘.,,execute,,,자동화 만들기
635,OFFICE03,"While the door stays open, keep warning me.",문이 계속 열려 있으면 반복해서 경고해줘.,,execute,,,자동화 만들기
636,OFFICE05,How much power has the office used today?,오늘 사무실 전력 사용량 알려줘.,,agent,,,이력 조회
637,OFFICE05,What was the temperature range in the office today?,오늘 사무실 온도 변화 알려줘.,,agent,,,이력 조회
638,OFFICE05,How was the CO2 level over the last hour?,지난 1시간 CO2 농도 어땠어?,,agent,,,이력 조회
639,OFFICE05,What was the average office temperature yesterday?,어제 사무실 평균 온도 알려줘.,,agent,,,이력 조회
640,OFFICE02,Turn on my desk light when I arrive at the office.,내가 회사에 도착하면 자리 조명 켜줘.,,ask,위치애매,내 자리가 어느 곳인지 애매,자동화 만들기
641,OFFICE02,Turn on the air conditioner when I arrive at the office.,내가 사무실에 도착하면 에어컨 켜줘.,,execute,,,자동화 만들기
642,OFFICE02,Prepare presentation mode when I arrive near the meeting room.,내가 회의실 근처에 도착하면 발표 모드 준비해줘.,,refuse,감지불가,방 단위 위치는 알 수 없음,자동화 만들기
643,OFFICE02,Turn off my desk light when I leave work.,내가 퇴근하면 내 자리 조명 꺼줘.,,ask,위치애매,내 자리가 어느 곳인지 애매,자동화 만들기
644,OFFICE02,Turn off my desk air conditioner when I leave the office.,내가 사무실을 나가면 내 자리 에어컨 꺼줘.,,ask,위치애매,내 자리가 어느 곳인지 애매,자동화 만들기
645,OFFICE02,Turn off all meeting room devices when I move away from the office.,내가 회사에서 멀어지면 회의실 기기 다 꺼줘.,,ask,확인필요,다 끄는 동작이라 확인 필요,자동화 만들기
646,OFFICE02,Ask whether to disable security mode when the manager arrives at the office.,관리자가 회사에 도착하면 보안 모드 해제할지 물어봐.,,refuse,기기없음,관리자 위치를 알 수 없고 보안 모드도 없음,자동화 만들기
647,OFFICE02,Turn off all lights when the last person leaves the office.,마지막 사람이 사무실을 나가면 전체 조명 꺼줘.,,execute,,,자동화 만들기
648,OFFICE02,"From 6 pm to midnight, check every 30 minutes whether anyone is in the office, and turn the air conditioner off if not.",오후 6시부터 자정까지 30분마다 사무실에 사람이 있는지 확인해서 없으면 에어컨 꺼줘.,,execute,,,자동화 만들기
649,OFFICE02,Show me the checklist when I arrive at the site visit location.,내가 현장 방문지에 도착하면 체크리스트 보여줘.,,refuse,감지불가,현장 방문지 도착을 알 수 없고 체크리스트 기능도 없음,자동화 만들기
650,OFFICE02,Turn on presentation mode 10 minutes before the next meeting.,다음 회의 10분 전에 회의실 발표 모드 켜줘.,,execute,,,자동화 만들기
651,OFFICE02,Turn on the meeting room lights before the first meeting today.,오늘 첫 회의 전에 회의실 조명 켜줘.,,execute,,,자동화 만들기
652,OFFICE02,Turn on the TV 5 minutes before the meeting starts.,회의 시작 5분 전에 TV 켜줘.,,refuse,기기없음,TV 없음 (회의실 디스플레이만 있음),자동화 만들기
653,OFFICE02,Put the meeting room back to normal when the meeting ends.,회의가 끝나면 회의실 원래 상태로 돌려줘.,,ask,동작애매,원래 상태가 무엇인지 애매,자동화 만들기
654,OFFICE02,Turn off the meeting room air conditioner when there is no meeting.,회의 없는 시간에는 회의실 에어컨 꺼줘.,,execute,,,자동화 만들기
655,OFFICE02,Make the meeting room comfortable if there is a meeting today.,오늘 회의 일정 있으면 회의실 미리 쾌적하게 해줘.,,ask,동작애매,쾌적하게가 온도인지 환기인지 애매,자동화 만들기
656,OFFICE02,Prepare the large meeting room if the next meeting has more than five attendees.,다음 회의 참석자가 5명 이상이면 큰 회의실 준비해줘.,,refuse,감지불가,참석자 수를 알 수 없고 회의실도 한 곳뿐,자동화 만들기
657,OFFICE02,Turn off the meeting room lights if there are no meetings this afternoon.,오늘 오후 회의가 없으면 회의실 조명 꺼줘.,,agent,,,자동화 만들기
658,OFFICE02,Send an entry reminder to attendees before the meeting starts.,회의 시작 전에 참석자에게 입실 알림 보내줘.,,refuse,보낼수단없음,참석자에게 보낼 수단이 없음,자동화 만들기
659,OFFICE02,Remind me to prepare for a site visit if the next event is an external meeting.,다음 일정이 외부 미팅이면 현장 방문 준비 알림 보내줘.,,ask,동작애매,알림에 무엇을 담을지 애매,자동화 만들기
660,OFFICE02,Prepare before the next meeting.,다음 회의 전에 준비해줘.,,ask,동작애매,회의 준비로 무엇을 할지 애매,자동화 만들기
661,OFFICE02,Notify the attendees of that meeting.,해당 회의 참석자에게 알려줘.,,refuse,보낼수단없음,참석자에게 보낼 수단이 없음,알림 보내기
662,OFFICE02,Handle it based on today's schedule.,오늘 일정 기준으로 알아서 해줘.,,ask,동작애매,무엇을 할지 애매,일상 대화
663,OFFICE01,Turn off the lobby lights when the sun rises.,해 뜨면 로비 조명 꺼줘.,,refuse,기기없음,로비라는 공간이 없음,자동화 만들기
664,OFFICE01,Raise the window blinds when the sun rises.,해 뜨면 창가 블라인드 올려줘.,,execute,,,자동화 만들기
665,OFFICE01,Turn on the office lights when the sun sets.,해가 지면 사무실 조명 켜줘.,,execute,,,자동화 만들기
666,OFFICE01,Lower the meeting room blinds around sunset.,해질 무렵 회의실 블라인드 내려줘.,,refuse,기기없음,회의실에 블라인드 없음,자동화 만들기
667,OFFICE01,Turn on the entrance lights 30 minutes before sunset.,일몰 30분 전에 입구 조명 켜줘.,,refuse,기기없음,현관에 조명 없음,자동화 만들기
668,OFFICE01,Lower the meeting room light brightness after sunrise.,일출 후에는 회의실 조명 밝기 낮춰줘.,,execute,,,자동화 만들기
669,OFFICE01,Lower the window blinds when strong sunlight comes in.,해가 강하게 들어오면 창가 블라인드 내려줘.,,refuse,감지불가,햇빛 세기를 잴 센서 없음,자동화 만들기
670,OFFICE01,Turn on security mode when the sun sets.,해가 지면 보안 모드 켜줘.,,refuse,기기없음,보안 모드 기능 없음,자동화 만들기
671,OFFICE01,Ask whether to disable night security mode when the sun rises.,해 뜨면 야간 보안 모드 해제할지 물어봐.,,refuse,기기없음,보안 모드 기능 없음,자동화 만들기
672,OFFICE01,Turn on the entrance sign light at sunset.,해질 때 입구 간판 조명 켜줘.,,refuse,기기없음,간판 조명 없음,자동화 만들기
673,OFFICE01,Turn on the lights when it gets dark around quitting time.,퇴근 시간쯤 어두워지면 조명 켜줘.,,ask,위치애매,어느 공간 조명인지 애매,자동화 만들기
674,OFFICE01,Lower the blinds when too much sunlight comes in.,해가 많이 들어오면 블라인드 좀 내려줘.,,refuse,감지불가,햇빛 세기를 잴 센서 없음,자동화 만들기
675,OFFICE01,Lower the blinds if the window area is glaring.,창가가 눈부시면 블라인드 내려줘.,,refuse,감지불가,햇빛 세기를 잴 센서 없음,자동화 만들기
676,OFFICE05,Today feels too hectic.,오늘 너무 정신없어.,,agent,,,일상 대화
677,OFFICE05,I feel exhausted from today's meetings.,오늘 회의 때문에 좀 지쳤어.,,agent,,,일상 대화
678,OFFICE05,I cannot concentrate well.,집중이 잘 안 돼.,,agent,,,일상 대화
679,OFFICE05,I feel bad because the meeting did not go well.,회의 망친 것 같아서 기분이 안 좋아.,,agent,,,일상 대화
680,OFFICE05,The office feels too stuffy.,사무실이 너무 답답하게 느껴져.,,agent,,,일상 대화
681,OFFICE05,I want to work quietly.,조용히 일하고 싶어.,,agent,,,일상 대화
682,OFFICE05,Make the mood calmer.,분위기 좀 차분하게 해줘.,,agent,,,기기 제어
683,OFFICE05,"I feel sensitive right now, so reduce notifications.",나 지금 예민하니까 알림 좀 줄여줘.,,agent,,,자동화 관리
684,OFFICE05,I do not want to be disturbed today.,오늘은 방해받고 싶지 않아.,,agent,,,일상 대화
685,OFFICE05,I am nervous and cannot prepare well for the presentation.,긴장돼서 발표 준비가 잘 안 돼.,,agent,,,일상 대화
686,OFFICE05,Send a text message to the manager when the door opens.,문 열리면 관리자에게 문자 보내줘.,,refuse,보낼수단없음,문자 보낼 기기 없음,자동화 만들기
687,OFFICE05,Send a text message to the person in charge when CO2 exceeds 1000.,CO2가 1000 넘으면 담당자에게 문자 보내줘.,,refuse,보낼수단없음,문자 보낼 기기 없음,자동화 만들기
688,OFFICE05,Notify me by text if the meeting room temperature is too high.,회의실 온도가 너무 높으면 문자로 알림 보내줘.,,refuse,보낼수단없음,문자 보낼 기기 없음,자동화 만들기
689,OFFICE05,Send a text to my number if motion is detected after work.,퇴근 후 움직임이 감지되면 내 번호로 문자 보내줘.,,refuse,보낼수단없음,문자 보낼 기기 없음,자동화 만들기
690,OFFICE05,Send a text message to the manager if a device error occurs.,기기 오류가 나면 관리자에게 문자 보내줘.,,refuse,보낼수단없음,기기 오류를 알 수 없고 문자 보낼 기기도 없음,자동화 만들기
691,OFFICE05,Notify me by KakaoTalk when the door opens.,문 열리면 카톡으로 알림 보내줘.,,refuse,보낼수단없음,카톡으로 보낼 기기 없음,자동화 만들기
692,OFFICE05,Send a KakaoTalk message when the meeting room reservation is canceled.,회의실 예약이 취소되면 카톡 보내줘.,,refuse,보낼수단없음,예약 취소를 알 수 없고 카톡도 보낼 수 없음,자동화 만들기
693,OFFICE05,Send a KakaoTalk message to the manager when CO2 is high.,CO2가 높으면 관리자에게 카톡 보내줘.,,refuse,보낼수단없음,카톡으로 보낼 기기 없음,자동화 만들기
694,OFFICE05,Send today's meeting room status summary by KakaoTalk.,오늘 회의실 상태 요약을 카톡으로 보내줘.,,refuse,보낼수단없음,카톡으로 보낼 기기 없음,알림 보내기
695,OFFICE05,Notify the person in charge's KakaoTalk room if a device goes offline.,장비가 오프라인이면 담당자 카톡방에 알려줘.,,refuse,보낼수단없음,기기 연결 상태를 알 수 없고 카톡도 보낼 수 없음,자동화 만들기
696,OFFICE05,Notify Slack when CO2 is high.,CO2가 높으면 슬랙에 알림 보내줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,자동화 만들기
697,OFFICE05,Send a Slack message to the operations channel if the meeting room door is left open.,회의실 문이 열려 있으면 운영 채널에 슬랙 보내줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,자동화 만들기
698,OFFICE05,Notify the manager Slack channel if a device error occurs.,기기 오류가 나면 관리자 슬랙 채널에 알려줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,자동화 만들기
699,OFFICE05,Send a ready notification to Slack before the meeting starts.,회의 시작 전에 슬랙으로 준비 완료 알림 보내줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,자동화 만들기
700,OFFICE05,Notify the developer Slack channel if automation fails.,자동화 실패하면 개발팀 슬랙 채널에 알려줘.,,refuse,보낼수단없음,자동화 실패를 알 수 없고 슬랙도 보낼 수 없음,자동화 만들기
701,OFFICE05,Post today's office status summary to Slack.,오늘 사무실 상태 요약을 슬랙에 올려줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,알림 보내기
702,OFFICE05,Notify the manager.,관리자에게 알려줘.,,ask,동작애매,무엇을 알릴지 애매,알림 보내기
703,OFFICE05,Report it to the person in charge.,담당자에게 보고해줘.,,ask,동작애매,무엇을 보고할지 애매,알림 보내기
704,OFFICE05,Share the meeting room status.,회의실 상태 공유해줘.,,ask,동작애매,무엇을 어디로 공유할지 애매,알림 보내기
705,OFFICE06,Disable security mode.,보안 모드 해제해줘.,,refuse,기기없음,보안 모드 기능 없음,기기 제어
706,OFFICE03,Show me the meeting room camera.,회의실 카메라 보여줘.,,ask,확인필요,카메라 영상을 보는 건 감시라 확인 필요,상태 조회
707,OFFICE06,Start camera recording.,카메라 녹화 시작해줘.,,ask,확인필요,녹화라 확인 필요,기기 제어
708,OFFICE05,Take a camera photo and send it by email.,카메라 사진을 이메일로 보내줘.,,ask,확인필요,촬영이라 확인 필요,알림 보내기
709,OFFICE03,Post the meeting room camera video to Slack.,회의실 카메라 영상을 슬랙에 올려줘.,,refuse,보낼수단없음,슬랙으로 보낼 기기 없음,알림 보내기
710,OFFICE05,Turn off every device in the office.,전체 사무실 기기 다 꺼줘.,,ask,확인필요,다 끄는 동작이라 확인 필요,기기 제어
711,OFFICE05,Delete the end-of-day mode automation.,퇴근 모드 자동화 삭제해줘.,,ask,확인필요,자동화를 지우는 동작이라 확인 필요,자동화 관리
712,OFFICE05,Delete all automations.,모든 자동화 삭제해줘.,,ask,확인필요,자동화를 모두 지우는 동작이라 확인 필요,자동화 관리
713,OFFICE05,Reset the meeting room reservation automation.,회의실 예약 자동화를 초기화해줘.,,ask,확인필요,자동화를 초기화하는 동작이라 확인 필요,자동화 관리
714,OFFICE05,Turn off security alerts.,보안 알림을 꺼줘.,,ask,확인필요,안전 관련 알림을 끄는 동작이라 확인 필요,자동화 관리
715,OFFICE05,Stop manager notifications.,관리자 알림을 중지해줘.,,ask,확인필요,알림을 끄는 동작이라 확인 필요,자동화 관리
716,OFFICE06,Sound the entrance siren.,입구 사이렌 울려줘.,,ask,확인필요,사이렌을 울리는 동작이라 확인 필요,기기 제어
717,OFFICE05,Cut the power to the entire office.,사무실 전체 전원을 내려줘.,,ask,확인필요,전체 전원을 내리는 동작이라 확인 필요,기기 제어
718,OFFICE05,Show me the automation list.,자동화 목록 보여줘.,,agent,,,자동화 관리
719,OFFICE05,Show me the automations that are currently enabled.,현재 켜져 있는 자동화 보여줘.,,agent,,,자동화 관리
720,OFFICE05,Tell me which automations ran today.,오늘 실행된 자동화 알려줘.,,agent,,,자동화 관리
721,OFFICE05,Show me only the meeting room automations.,회의실 자동화만 보여줘.,,agent,,,자동화 관리
722,OFFICE05,Turn off the automation I just created.,방금 만든 자동화 꺼줘.,,agent,,,자동화 관리
723,OFFICE05,Pause the meeting mode automation.,회의 모드 자동화 일시정지해줘.,,agent,,,자동화 관리
724,OFFICE05,Turn the energy saving automation back on.,절전 자동화 다시 켜줘.,,agent,,,자동화 관리
725,OFFICE05,Change the 7 PM light automation to 8 PM.,매일 7시 조명 자동화를 8시로 바꿔줘.,,agent,,,자동화 관리
726,OFFICE05,Change the meeting room air conditioner automation condition to 10 minutes of absence.,회의실 에어컨 자동화 조건을 10분 부재로 바꿔줘.,,agent,,,자동화 관리
727,OFFICE05,Lower the CO2 alert threshold from 1000 to 800.,CO2 알림 기준을 1000에서 800으로 낮춰줘.,,agent,,,자동화 관리
728,OFFICE05,Tell me why this automation ran.,이 자동화 왜 실행됐는지 알려줘.,,agent,,,자동화 관리
729,OFFICE05,Show me the log of the scenario that just ran.,방금 실행된 시나리오 로그 보여줘.,,agent,,,자동화 관리
730,OFFICE05,Show me only failed automations.,실패한 자동화만 보여줘.,,agent,,,자동화 관리
731,OFFICE05,Tell me which automation ran the most last week.,지난주에 가장 많이 실행된 자동화 알려줘.,,agent,,,자동화 관리
732,OFFICE05,Remove the blinds from meeting mode.,회의 모드에서 블라인드는 빼줘.,,agent,,,자동화 관리
733,OFFICE05,Add TV power-on to presentation mode.,발표 모드에 TV 켜기를 추가해줘.,,refuse,기기없음,TV 없음 (회의실 디스플레이만 있음),자동화 관리
734,OFFICE05,Do not turn off the air purifier in end-of-day mode.,퇴근 모드에서 공기청정기는 끄지 마.,,agent,,,자동화 관리
735,OFFICE05,Change the focus mode light brightness to 40 percent.,집중 모드 조명 밝기를 40퍼센트로 바꿔줘.,,agent,,,자동화 관리
736,OFFICE05,Add lobby lights to guest welcome mode.,손님 맞이 모드에 로비 조명도 추가해줘.,,refuse,기기없음,로비라는 공간이 없음,자동화 관리
737,OFFICE05,Change overtime mode start time to 7 PM.,야근 모드 실행 시간을 7시로 바꿔줘.,,agent,,,자동화 관리
